employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level,ethnicity_is_underrepresented_minority,org_l00,org_l02,org_l03,termination_date_clean,termination_reason,is_termination_voluntary,job_level_category,job_level_category_ordered_w_indicators,job_track,job_level_idx,is_manager_track,employee_tenure_current_month_year,employee_tenure_duration_bucket,gender_remapped,ethnicity_remapped
e004262,2023-05-03,,Sales,Male,White,IC2,FALSE,Company Inc.,Sales Operations,Sales Enablement,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.592822636,02--1-2 years,Male,00--White
e004263,2023-05-22,2023-11-09,Sales,Female,Hispanic,M5,TRUE,Company Inc.,Retail,Retail Direct,2023-11-09,Gross Misconduct,FALSE,Manager,06--Manager (M4-6),M,5,TRUE,1.068322981,02--1-2 years,Female/Non-binary,02--Minority
e004264,2023-05-08,,Production,Male,Black,IC6,TRUE,Company Inc.,Software,Back-End Development,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.579020014,02--1-2 years,Male,02--Minority
e004265,2023-05-31,,Sales,Female,Asian,IC3,FALSE,Company Inc.,Retail,Retail Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.51552795,02--1-2 years,Female/Non-binary,01--Asian
e004266,2023-05-22,,Sales,Male,Hispanic,M5,TRUE,Company Inc.,Consumer,Customer Relations,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,1.540372671,02--1-2 years,Male,02--Minority
e004267,2023-05-31,,Administrative,Female,Hispanic,IC4,TRUE,Company Inc.,Finance,Purchasing,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.51552795,02--1-2 years,Female/Non-binary,02--Minority
e004268,2023-05-08,2024-04-04,Sales,Female,Asian,M5,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2024-04-04,Dissatisfied with Performance Feedback,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,0.6625258799,01--0.5-1 years,Female/Non-binary,01--Asian
e004269,2023-05-02,,Sales,Male,Hispanic,IC1,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.595583161,02--1-2 years,Male,02--Minority
e004270,2023-05-25,2023-07-05,Sales,Non-binary,Asian,IC9,FALSE,Company Inc.,Business,Business Direct,2023-07-05,Role Clarity,TRUE,Principal,05--Principal (IC 8-10),IC,9,FALSE,1.418909593,02--1-2 years,Female/Non-binary,01--Asian
e004271,2023-05-18,2023-06-23,Sales,Female,Hispanic,M4,TRUE,Company Inc.,Retail,Merchandising,2023-06-23,Conflict with Work Location / Return to Work,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,1.452035887,02--1-2 years,Female/Non-binary,02--Minority
e004272,2023-05-24,,Sales,Female,Black,S3,TRUE,Company Inc.,Consumer,Customer Relations,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.534851622,02--1-2 years,Female/Non-binary,02--Minority
e004273,2023-05-24,2024-05-17,Sales,Male,Asian,IC4,FALSE,Company Inc.,Sales Training,Product Training,2024-05-17,Compensation/Benefits,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,0.5438233264,01--0.5-1 years,Male,01--Asian
e004274,2023-05-11,2023-10-02,Production,Male,Asian,S1,FALSE,Company Inc.,Service Delivery,Product Maintenance,2023-10-02,Inability to Work Remotely,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.173222912,02--1-2 years,Male,01--Asian
e004275,2023-05-16,2024-03-08,Production,Male,Hispanic,S2,TRUE,Company Inc.,Research,Business and Retail Research,2024-03-08,Mutual Separation,FALSE,Support,01--Support (S1-3),S,2,FALSE,0.7370600414,01--0.5-1 years,Male,02--Minority
e004276,2023-05-12,,Administrative,Female,Black,IC8,TRUE,Company Inc.,Legal,Corporate,2999-12-31,,,Principal,05--Principal (IC 8-10),IC,8,FALSE,1.567977916,02--1-2 years,Female/Non-binary,02--Minority
e004277,2023-05-05,,Administrative,Female,Hispanic,M4,TRUE,Company Inc.,Risk Management,Strategic Risk,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,1.587301587,02--1-2 years,Female/Non-binary,02--Minority
e004278,2023-05-09,2024-01-15,Administrative,Male,White,IC3,FALSE,Company Inc.,IT Services,IT Infrastructure,2024-01-15,Career Progression,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,0.8833678399,01--0.5-1 years,Male,00--White
e004279,2023-05-22,,Administrative,Female,Hispanic,S1,TRUE,Company Inc.,Legal,Corporate,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,1.540372671,02--1-2 years,Female/Non-binary,02--Minority
e004280,2023-05-08,,Production,Male,Hispanic,M7,TRUE,Company Inc.,Research,Software Research,2999-12-31,,,Senior Manager,07--Senior Manager (M7),M,7,TRUE,1.579020014,02--1-2 years,Male,02--Minority
e004281,2023-05-25,2023-06-02,Sales,Male,Black,M4,TRUE,Company Inc.,Retail,Retail Direct,2023-06-02,Company Confidence,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,1.510006901,02--1-2 years,Male,02--Minority
e004282,2023-05-18,,Sales,Female,Black,IC5,TRUE,Company Inc.,Retail,Retail Direct,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,1.551414769,02--1-2 years,Female/Non-binary,02--Minority
e004283,2023-05-30,,Sales,Male,Hispanic,IC2,TRUE,Company Inc.,Business,Business Direct,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.518288475,02--1-2 years,Male,02--Minority
e004284,2023-05-09,,Sales,Male,Black,IC2,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.576259489,02--1-2 years,Male,02--Minority
e004285,2023-05-30,,Sales,Female,White,IC4,FALSE,Company Inc.,Retail,Retail Support,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.518288475,02--1-2 years,Female/Non-binary,00--White
e004286,2023-05-16,2024-02-21,Sales,Male,White,S2,FALSE,Company Inc.,Sales Training,Sales Development,2024-02-21,Leadership,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.7812284334,01--0.5-1 years,Male,00--White
e004287,2023-05-23,,Administrative,Male,White,IC6,FALSE,Company Inc.,Communications,Commercials,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.537612146,02--1-2 years,Male,00--White
e004288,2023-05-24,,Sales,Female,White,IC3,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.534851622,02--1-2 years,Female/Non-binary,00--White
e004289,2023-05-26,,Production,Female,Black,S3,TRUE,Company Inc.,Hardware,Prototyping,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.529330573,02--1-2 years,Female/Non-binary,02--Minority
e004290,2023-05-17,,Production,Male,Asian,IC4,FALSE,Company Inc.,Software,Front-End Development,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.554175293,02--1-2 years,Male,01--Asian
e004291,2023-05-19,2024-11-15,Sales,Female,Asian,M4,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2024-11-15,Dissatisfied with Performance Feedback,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,0.04140786749,00--0-0.5 years,Female/Non-binary,01--Asian
e004292,2023-05-08,2024-03-21,Administrative,Male,Hispanic,S3,TRUE,Company Inc.,Risk Management,Strategic Risk,2024-03-21,Limited Internal Mobility Options,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.7011732229,01--0.5-1 years,Male,02--Minority
e004293,2023-05-29,2023-10-25,Sales,Male,Asian,S1,FALSE,Company Inc.,Retail,Merchandising,2023-10-25,Role Clarity,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.109730849,02--1-2 years,Male,01--Asian
e004294,2023-05-26,2024-01-04,Production,Male,Black,IC5,TRUE,Company Inc.,Hardware,Supply Chain Management,2024-01-04,Company Confidence,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,0.9137336094,01--0.5-1 years,Male,02--Minority
e004295,2023-06-29,,Sales,Female,White,IC3,FALSE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.43547274,02--1-2 years,Female/Non-binary,00--White
e004296,2023-06-16,2024-04-15,Production,Male,White,IC6,FALSE,Company Inc.,Research,Consumer Research,2024-04-15,Gross Misconduct,FALSE,Staff,04--Staff (IC 6-7),IC,6,FALSE,0.6321601104,01--0.5-1 years,Male,00--White
e004297,2023-06-28,,Production,Male,Asian,IC3,FALSE,Company Inc.,Hardware,Prototyping,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.438233264,02--1-2 years,Male,01--Asian
e004298,2023-06-29,,Sales,Male,Hispanic,IC5,TRUE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,1.43547274,02--1-2 years,Male,02--Minority
e004299,2023-06-27,,Sales,Female,Hispanic,M5,TRUE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,1.440993789,02--1-2 years,Female/Non-binary,02--Minority
e004300,2023-06-22,2023-12-14,Administrative,Male,Black,S2,TRUE,Company Inc.,People,People Analytics,2023-12-14,Inability to Work Remotely,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.9717046239,01--0.5-1 years,Male,02--Minority
e004301,2023-06-23,2024-06-25,Sales,Male,Asian,M5,FALSE,Company Inc.,Sales Training,Sales Development,2024-06-25,Career Change,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,0.4361628709,00--0-0.5 years,Male,01--Asian
e004302,2023-06-14,,Sales,Female,White,M4,FALSE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,1.476880607,02--1-2 years,Female/Non-binary,00--White
e004303,2023-06-15,,Sales,Male,White,S2,FALSE,Company Inc.,Sales Training,Onboarding,2999-12-31,,,Support,01--Support (S1-3),S,2,FALSE,1.474120083,02--1-2 years,Male,00--White
e004304,2023-06-20,,Production,Non-binary,Black,IC3,TRUE,Company Inc.,Software,Back-End Development,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.46031746,02--1-2 years,Female/Non-binary,02--Minority
e004305,2023-06-29,2024-05-02,Sales,Female,Asian,S3,FALSE,Company Inc.,Sales Training,Sales Development,2024-05-02,Leadership,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.5852311939,01--0.5-1 years,Female/Non-binary,01--Asian
e004306,2023-06-13,,Sales,Female,Asian,IC8,FALSE,Company Inc.,Retail,Retail Direct,2999-12-31,,,Principal,05--Principal (IC 8-10),IC,8,FALSE,1.479641132,02--1-2 years,Female/Non-binary,01--Asian
e004307,2023-06-08,,Production,Female,Black,IC3,TRUE,Company Inc.,Hardware,Prototyping,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.493443754,02--1-2 years,Female/Non-binary,02--Minority
e004308,2023-06-28,2023-07-03,Production,Male,Asian,IC2,FALSE,Company Inc.,Software,Cloud Operations,2023-07-03,Management,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.424430642,02--1-2 years,Male,01--Asian
e004309,2023-06-27,,Sales,Female,Asian,IC1,FALSE,Company Inc.,Consumer,Customer Relations,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.440993789,02--1-2 years,Female/Non-binary,01--Asian
e004310,2023-06-27,,Production,Female,Asian,S3,FALSE,Company Inc.,Software,Back-End Development,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.440993789,02--1-2 years,Female/Non-binary,01--Asian
e004311,2023-06-13,,Production,Male,Black,M4,TRUE,Company Inc.,Service Delivery,Product Maintenance,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,1.479641132,02--1-2 years,Male,02--Minority
e004312,2023-06-12,2023-11-22,Administrative,Female,Black,S2,TRUE,Company Inc.,Risk Management,Strategic Risk,2023-11-22,Policy Violation,FALSE,Support,01--Support (S1-3),S,2,FALSE,1.032436163,02--1-2 years,Female/Non-binary,02--Minority
e004313,2023-06-09,,Production,Female,Hispanic,IC3,TRUE,Company Inc.,Service Delivery,Customer Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.49068323,02--1-2 years,Female/Non-binary,02--Minority
e004314,2023-06-14,,Sales,Female,White,IC7,FALSE,Company Inc.,Retail,Merchandising,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,7,FALSE,1.476880607,02--1-2 years,Female/Non-binary,00--White
e004315,2023-06-20,,Administrative,Female,White,IC1,FALSE,Company Inc.,IT Services,IT Infrastructure,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.46031746,02--1-2 years,Female/Non-binary,00--White
e004316,2023-06-02,2024-02-21,Production,Male,Asian,S3,FALSE,Company Inc.,Quality Control,Inspection and Testing,2024-02-21,Golden Opportunity,TRUE,Support,01--Support (S1-3),S,3,FALSE,0.7812284334,01--0.5-1 years,Male,01--Asian
e004317,2023-06-22,,Sales,Male,Black,IC2,TRUE,Company Inc.,Retail,Retail Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.454796411,02--1-2 years,Male,02--Minority
e004318,2023-06-19,,Production,Non-binary,Asian,M4,FALSE,Company Inc.,Hardware,Manufacturing and Assembly,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,1.463077985,02--1-2 years,Female/Non-binary,01--Asian
e004319,2023-06-13,,Production,Female,Asian,IC4,FALSE,Company Inc.,Software,Software Infrastructure,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.479641132,02--1-2 years,Female/Non-binary,01--Asian
e004320,2023-06-29,2023-07-14,Administrative,Male,White,S2,FALSE,Company Inc.,Finance,Accounting,2023-07-14,Work Environment,TRUE,Support,01--Support (S1-3),S,2,FALSE,1.394064872,02--1-2 years,Male,00--White
e004321,2023-06-28,,Administrative,Non-binary,Hispanic,S3,TRUE,Company Inc.,Legal,Corporate,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.438233264,02--1-2 years,Female/Non-binary,02--Minority
e004322,2023-06-29,2024-04-04,Administrative,Female,Asian,M5,FALSE,Company Inc.,Communications,Marketing,2024-04-04,Golden Opportunity,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,0.6625258799,01--0.5-1 years,Female/Non-binary,01--Asian
e004323,2023-06-28,2024-05-03,Sales,Female,Asian,M8,FALSE,Company Inc.,Business,Business Development,2024-05-03,Company Confidence,TRUE,Director,08--Director (M8-9),M,8,TRUE,0.5824706694,01--0.5-1 years,Female/Non-binary,01--Asian
e004324,2023-06-02,,Sales,Male,Black,S3,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.510006901,02--1-2 years,Male,02--Minority
e004325,2023-06-30,2023-11-28,Production,Female,Black,S3,TRUE,Company Inc.,Hardware,Supply Chain Management,2023-11-28,Compensation/Benefits,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.015873016,02--1-2 years,Female/Non-binary,02--Minority
e004326,2023-06-15,,Production,Female,White,S3,FALSE,Company Inc.,Quality Control,Production Audits,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,1.474120083,02--1-2 years,Female/Non-binary,00--White
e004327,2023-06-14,,Sales,Female,Black,IC5,TRUE,Company Inc.,Sales Training,Sales Development,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,1.476880607,02--1-2 years,Female/Non-binary,02--Minority
e004328,2023-06-20,2023-12-25,Production,Non-binary,Black,S2,TRUE,Company Inc.,Service Delivery,Customer Support,2023-12-25,Policy Violation,FALSE,Support,01--Support (S1-3),S,2,FALSE,0.9413388544,01--0.5-1 years,Female/Non-binary,02--Minority
e004329,2023-06-01,2024-10-08,Administrative,Male,Asian,S2,FALSE,Company Inc.,Legal,Corporate,2024-10-08,Golden Opportunity,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.1463077985,00--0-0.5 years,Male,01--Asian
e004330,2023-06-29,2024-02-13,Sales,Male,Black,S2,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2024-02-13,Position Elimination,FALSE,Support,01--Support (S1-3),S,2,FALSE,0.8033126294,01--0.5-1 years,Male,02--Minority
e004331,2023-06-14,,Sales,Female,Hispanic,IC1,TRUE,Company Inc.,Retail,Retail Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.476880607,02--1-2 years,Female/Non-binary,02--Minority
e004332,2023-06-14,2024-02-15,Sales,Female,Hispanic,IC4,TRUE,Company Inc.,Retail,Retail Support,2024-02-15,Gross Misconduct,FALSE,Senior,03--Senior (IC4-5),IC,4,FALSE,0.7977915804,01--0.5-1 years,Female/Non-binary,02--Minority
e004333,2023-06-16,,Administrative,Female,Asian,IC4,FALSE,Company Inc.,IT Services,IT Infrastructure,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.471359558,02--1-2 years,Female/Non-binary,01--Asian
e004334,2023-06-15,,Administrative,Non-binary,Asian,IC1,FALSE,Company Inc.,IT Services,IT Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.474120083,02--1-2 years,Female/Non-binary,01--Asian
e004335,2023-06-05,,Production,Female,Hispanic,IC2,TRUE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.501725328,02--1-2 years,Female/Non-binary,02--Minority
e004336,2023-06-16,2024-03-13,Administrative,Female,White,IC7,FALSE,Company Inc.,Legal,Regulatory and Compliance,2024-03-13,Golden Opportunity,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,0.7232574189,01--0.5-1 years,Female/Non-binary,00--White
e004337,2023-06-02,2024-03-08,Production,Female,Asian,M4,FALSE,Company Inc.,Quality Control,Process Control,2024-03-08,Limited Internal Mobility Options,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,0.7370600414,01--0.5-1 years,Female/Non-binary,01--Asian
e004338,2023-06-23,,Sales,Female,Black,IC3,TRUE,Company Inc.,Retail,Retail Support,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.452035887,02--1-2 years,Female/Non-binary,02--Minority
e004339,2023-06-22,,Administrative,Female,Hispanic,M7,TRUE,Company Inc.,People,Recruiting,2999-12-31,,,Senior Manager,07--Senior Manager (M7),M,7,TRUE,1.454796411,02--1-2 years,Female/Non-binary,02--Minority
e004340,2023-06-02,,Production,Male,White,IC3,FALSE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.510006901,02--1-2 years,Male,00--White
e004341,2023-06-12,2024-04-04,Sales,Female,Asian,M5,FALSE,Company Inc.,Sales Training,Product Training,2024-04-04,Compensation/Benefits,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,0.6625258799,01--0.5-1 years,Female/Non-binary,01--Asian
e004342,2023-06-29,,Sales,Female,Asian,IC6,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.43547274,02--1-2 years,Female/Non-binary,01--Asian
e004343,2023-06-22,2024-02-07,Production,Female,White,M6,FALSE,Company Inc.,Software,Front-End Development,2024-02-07,Work/Life Balance,TRUE,Manager,06--Manager (M4-6),M,6,TRUE,0.8198757764,01--0.5-1 years,Female/Non-binary,00--White
e004344,2023-06-12,,Sales,Male,Black,M5,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,1.482401656,02--1-2 years,Male,02--Minority
e004345,2023-06-26,2024-01-05,Sales,Female,Asian,IC2,FALSE,Company Inc.,Consumer,Customer Relations,2024-01-05,Management,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.9109730849,01--0.5-1 years,Female/Non-binary,01--Asian
e004346,2023-06-21,2023-11-22,Administrative,Male,White,IC2,FALSE,Company Inc.,Risk Management,Enterprise Risk Management,2023-11-22,Failure to Return from Leave,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.032436163,02--1-2 years,Male,00--White
e004347,2023-06-26,2023-10-12,Administrative,Female,White,IC3,FALSE,Company Inc.,Communications,Marketing,2023-10-12,Gross Misconduct,FALSE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.145617667,02--1-2 years,Female/Non-binary,00--White
e004348,2023-06-30,,Administrative,Female,Asian,IC1,FALSE,Company Inc.,Finance,Financial Planning and Analysis,2999-12-31,,,Associate,02--Associate (IC1-3),IC,1,FALSE,1.432712215,02--1-2 years,Female/Non-binary,01--Asian
e004349,2023-06-30,,Production,Female,Hispanic,IC6,TRUE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.432712215,02--1-2 years,Female/Non-binary,02--Minority
e004350,2023-06-06,,Sales,Male,Black,IC2,TRUE,Company Inc.,Consumer,Telemarketing,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.498964803,02--1-2 years,Male,02--Minority
e004351,2023-06-07,,Sales,Female,White,M7,FALSE,Company Inc.,Retail,Merchandising,2999-12-31,,,Senior Manager,07--Senior Manager (M7),M,7,TRUE,1.496204279,02--1-2 years,Female/Non-binary,00--White
e004352,2023-06-26,,Administrative,Female,Black,IC2,TRUE,Company Inc.,Communications,Market Research,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.443754313,02--1-2 years,Female/Non-binary,02--Minority
e004353,2023-06-23,,Production,Male,Asian,M4,FALSE,Company Inc.,Software,Back-End Development,2999-12-31,,,Manager,06--Manager (M4-6),M,4,TRUE,1.452035887,02--1-2 years,Male,01--Asian
e004354,2023-06-26,,Production,Female,Black,S2,TRUE,Company Inc.,Service Delivery,Installation and Deployment,2999-12-31,,,Support,01--Support (S1-3),S,2,FALSE,1.443754313,02--1-2 years,Female/Non-binary,02--Minority
e004355,2023-06-13,,Sales,Female,Asian,S1,FALSE,Company Inc.,Sales Training,Onboarding,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,1.479641132,02--1-2 years,Female/Non-binary,01--Asian
e004356,2023-06-01,,Production,Female,Asian,IC6,FALSE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,1.512767426,02--1-2 years,Female/Non-binary,01--Asian
e004357,2023-06-08,,Production,Male,Hispanic,IC7,TRUE,Company Inc.,Research,Design,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,7,FALSE,1.493443754,02--1-2 years,Male,02--Minority
e004358,2023-06-29,2024-04-01,Production,Non-binary,Black,S2,TRUE,Company Inc.,Research,Hardware Research,2024-04-01,Management,TRUE,Support,01--Support (S1-3),S,2,FALSE,0.6708074534,01--0.5-1 years,Female/Non-binary,02--Minority
e004359,2023-06-16,,Administrative,Female,White,M5,FALSE,Company Inc.,Communications,Market Research,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,1.471359558,02--1-2 years,Female/Non-binary,00--White
e004360,2023-06-14,,Sales,Non-binary,White,IC4,FALSE,Company Inc.,Retail,Retail Direct,2999-12-31,,,Senior,03--Senior (IC4-5),IC,4,FALSE,1.476880607,02--1-2 years,Female/Non-binary,00--White
e004361,2023-06-13,2024-04-29,Production,Male,Asian,IC5,FALSE,Company Inc.,Research,Software Research,2024-04-29,Role Mismatch,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,0.5935127674,01--0.5-1 years,Male,01--Asian
e004362,2023-06-27,,Administrative,Female,White,S2,FALSE,Company Inc.,Communications,Market Research,2999-12-31,,,Support,01--Support (S1-3),S,2,FALSE,1.440993789,02--1-2 years,Female/Non-binary,00--White
e004363,2023-06-15,2024-03-18,Administrative,Male,Asian,IC1,FALSE,Company Inc.,People,Benefits,2024-03-18,Dissatisfied with Performance Feedback,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,0.7094547964,01--0.5-1 years,Male,01--Asian
e004364,2023-06-22,,Production,Female,Black,IC2,TRUE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.454796411,02--1-2 years,Female/Non-binary,02--Minority
e004365,2023-06-13,,Administrative,Male,Asian,IC3,FALSE,Company Inc.,Legal,Corporate,2999-12-31,,,Associate,02--Associate (IC1-3),IC,3,FALSE,1.479641132,02--1-2 years,Male,01--Asian
e004366,2023-06-28,2023-07-20,Sales,Female,Asian,IC3,FALSE,Company Inc.,Consumer,Consumer Direct,2023-07-20,Mutual Separation,FALSE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.377501725,02--1-2 years,Female/Non-binary,01--Asian
e004367,2023-06-09,2024-01-02,Sales,Male,Hispanic,IC2,TRUE,Company Inc.,Retail,Merchandising,2024-01-02,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,0.9192546584,01--0.5-1 years,Male,02--Minority
e004368,2023-06-19,,Sales,Female,Black,IC5,TRUE,Company Inc.,Consumer,Customer Relations,2999-12-31,,,Senior,03--Senior (IC4-5),IC,5,FALSE,1.463077985,02--1-2 years,Female/Non-binary,02--Minority
e004369,2023-06-13,,Production,Non-binary,White,IC2,FALSE,Company Inc.,Quality Control,Process Control,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,1.479641132,02--1-2 years,Female/Non-binary,00--White
e004370,2023-06-01,,Sales,Female,Asian,S1,FALSE,Company Inc.,Retail,Retail Direct,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,1.512767426,02--1-2 years,Female/Non-binary,01--Asian
e004371,2023-06-06,2023-07-28,Administrative,Non-binary,Hispanic,IC5,TRUE,Company Inc.,Communications,Commercials,2023-07-28,Role Mismatch,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,1.355417529,02--1-2 years,Female/Non-binary,02--Minority
e004372,2023-06-21,2024-06-24,Sales,Male,Asian,IC9,FALSE,Company Inc.,Consumer,Customer Relations,2024-06-24,Conflict with Work Location / Return to Work,TRUE,Principal,05--Principal (IC 8-10),IC,9,FALSE,0.4389233954,00--0-0.5 years,Male,01--Asian
e004373,2023-06-01,2023-10-03,Administrative,Male,White,IC3,FALSE,Company Inc.,IT Services,Information Security,2023-10-03,Leadership,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.170462388,02--1-2 years,Male,00--White
e004374,2023-06-12,2023-09-29,Production,Male,Black,S2,TRUE,Company Inc.,Software,Front-End Development,2023-09-29,Inability to Work Remotely,TRUE,Support,01--Support (S1-3),S,2,FALSE,1.181504486,02--1-2 years,Male,02--Minority
e004375,2023-06-21,,Production,Female,Black,S1,TRUE,Company Inc.,Hardware,Supply Chain Management,2999-12-31,,,Support,01--Support (S1-3),S,1,FALSE,1.457556936,02--1-2 years,Female/Non-binary,02--Minority
e004376,2023-06-09,,Sales,Male,Asian,M5,FALSE,Company Inc.,Business,Account Management,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,1.49068323,02--1-2 years,Male,01--Asian
e004377,2023-06-19,2023-09-18,Production,Female,Hispanic,S1,TRUE,Company Inc.,Research,Software Research,2023-09-18,Performance,FALSE,Support,01--Support (S1-3),S,1,FALSE,1.211870255,02--1-2 years,Female/Non-binary,02--Minority
e004378,2023-07-04,2023-10-13,Production,Female,Black,M4,TRUE,Company Inc.,Quality Control,Inspection and Testing,2023-10-13,Leadership,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,1.142857143,02--1-2 years,Female/Non-binary,02--Minority
