employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level
e003916,2022-05-05,2023-06-29,Production,Female,Asian,M6
e003917,2022-05-31,2022-08-17,Production,Male,White,IC1
e003918,2022-05-26,2023-12-06,Administrative,Male,Black,S3
e003919,2022-05-19,2024-10-24,Sales,Female,Hispanic,M6
e003920,2022-05-26,2023-08-24,Production,Male,White,IC2
e003921,2022-05-30,2024-05-20,Sales,Female,Asian,IC7
e003922,2022-05-30,2023-02-06,Administrative,Male,Hispanic,IC1
e003923,2022-05-19,2023-12-18,Administrative,Male,White,IC5
e003924,2022-05-02,2024-02-20,Sales,Male,White,IC3
e003925,2022-05-03,2023-09-06,Production,Female,White,IC2
e003926,2022-05-18,2023-02-03,Production,Female,Asian,IC7
e003927,2022-05-23,2023-04-03,Sales,Female,Asian,IC4
e003928,2022-05-24,2023-06-22,Sales,Male,White,IC4
e003929,2022-05-26,2023-09-18,Production,Female,Hispanic,IC3
e003930,2022-05-11,2022-06-03,Sales,Female,Hispanic,IC5
e003931,2022-05-30,2024-05-27,Production,Female,Asian,M5
e003932,2022-05-09,2023-09-22,Sales,Female,Asian,IC5
e003933,2022-05-18,2023-08-11,Sales,Male,White,S1
e003934,2022-05-16,2022-12-06,Sales,Female,Black,IC1
e003935,2022-05-04,2023-06-23,Sales,Male,Black,M5
e003936,2022-05-06,2023-09-13,Sales,Female,Black,S1
e003937,2022-05-04,2023-05-31,Production,Female,Hispanic,S2
e003938,2022-05-17,2023-07-10,Administrative,Female,Asian,IC3
e003939,2022-05-02,2022-12-13,Sales,Female,Asian,M5
e003940,2022-05-02,2024-01-16,Production,Male,Asian,IC1
e003941,2022-05-20,2023-12-08,Production,Male,Black,IC2
e003942,2022-05-25,2024-07-17,Administrative,Male,Asian,S2
e003943,2022-05-02,2024-01-08,Administrative,Female,Hispanic,IC5
e003944,2022-05-26,2023-12-20,Sales,Female,Black,IC7
e003945,2022-05-05,2022-09-05,Production,Female,Black,IC3
e003946,2022-05-06,2024-05-20,Sales,Male,Hispanic,M4
e003947,2022-05-23,2023-06-06,Sales,Male,White,IC8
e003948,2022-05-17,2022-09-07,Sales,Female,White,S3
e003949,2022-05-11,2023-11-07,Production,Female,Hispanic,S1
e003950,2022-05-05,2023-09-15,Production,Male,Hispanic,S2
e003951,2022-05-23,2023-12-05,Administrative,Female,Hispanic,IC2
e003952,2022-05-19,2023-09-21,Production,Female,Hispanic,S3
e003953,2022-05-06,2023-08-02,Sales,Male,Black,IC3
e003954,2022-05-05,2022-06-16,Sales,Female,Hispanic,IC1
e003955,2022-05-12,2022-06-17,Production,Male,Hispanic,IC5
e003956,2022-05-11,2023-09-11,Sales,Male,Hispanic,IC2
e003957,2022-05-05,2023-09-06,Administrative,Female,White,IC3
e003958,2022-05-10,2023-09-29,Production,Male,Black,S3
e003959,2022-05-23,2022-08-04,Production,Female,Hispanic,M4
e003960,2022-05-25,2023-07-28,Production,Female,White,S2
e003961,2022-05-03,2022-10-10,Production,Male,White,IC4
e003962,2022-05-11,2023-12-27,Production,Female,White,IC4
e003963,2022-05-30,,Production,Female,Asian,IC6
e003964,2022-05-09,2023-11-29,Production,Female,Hispanic,IC1
e003965,2022-05-24,2023-08-02,Sales,Female,Black,IC7
e003966,2022-05-30,2023-02-10,Administrative,Female,Hispanic,S1
e003967,2022-05-11,2024-03-01,Production,Male,Black,IC3
e003968,2022-05-24,2023-11-30,Administrative,Male,Asian,S1
e003969,2022-05-06,2023-08-03,Sales,Male,Black,IC5
e003970,2022-05-04,2022-12-15,Production,Female,Asian,M5
e003971,2022-05-11,2023-04-17,Administrative,Female,Hispanic,IC6
e003972,2022-05-31,2024-01-04,Production,Female,Asian,IC4
e003973,2022-05-25,2023-09-29,Production,Female,Black,M4
e003974,2022-05-04,2022-09-16,Sales,Female,Hispanic,IC7
e003975,2022-05-13,2023-11-13,Sales,Female,White,IC2
e003976,2022-05-16,2023-11-08,Administrative,Female,Asian,S3
e003977,2022-05-02,2023-12-06,Administrative,Female,Hispanic,IC2
e003978,2022-05-20,2023-06-01,Administrative,Female,Asian,IC8
e003979,2022-05-12,2023-12-27,Sales,Male,Hispanic,IC1
e003980,2022-05-05,2022-10-12,Sales,Male,Asian,IC5
e003981,2022-05-12,2023-12-05,Sales,Female,Asian,IC6
e003982,2022-05-11,2023-12-22,Sales,Female,White,IC1
e003983,2022-05-30,2023-12-22,Administrative,Male,White,M7
e003984,2022-05-09,2023-03-31,Administrative,Male,Hispanic,IC1
e003985,2022-05-23,2023-08-07,Administrative,Female,Hispanic,IC1
e003986,2022-05-31,2024-02-16,Administrative,Female,White,IC7
e003987,2022-05-04,2023-06-30,Sales,Female,Hispanic,M5
e003988,2022-05-16,2022-08-16,Sales,Female,Hispanic,IC1
e003989,2022-05-20,2023-12-18,Sales,Female,Hispanic,M4
e003990,2022-05-27,2023-12-26,Administrative,Male,Asian,IC2
e003991,2022-05-05,2024-03-11,Production,Female,Asian,IC5
e003992,2022-05-09,2023-11-13,Production,Female,Asian,M6
e003993,2022-05-25,2022-10-12,Production,Female,Black,S3
e003994,2022-05-10,2023-09-07,Production,Female,Black,IC2
e003995,2022-05-13,2022-08-10,Sales,Female,Asian,IC1
e003996,2022-05-17,2022-06-03,Sales,Male,Asian,IC5
e003997,2022-05-18,2022-10-26,Sales,Female,Hispanic,IC8
e003998,2022-05-11,2023-05-31,Sales,Female,White,S2
e003999,2022-05-03,2023-03-13,Sales,Female,Black,M6
e004000,2022-05-05,2023-12-06,Sales,Male,White,M5
e004001,2022-05-20,2023-06-08,Administrative,Male,White,IC6
e004002,2022-05-18,2022-08-10,Sales,Male,Hispanic,M4
e004003,2022-05-17,2023-11-07,Sales,Male,Asian,S1
e004004,2022-05-27,2023-08-18,Sales,Female,Black,IC5
e004005,2022-05-20,2022-12-14,Administrative,Male,White,S1
e004006,2022-05-09,2022-10-31,Administrative,Female,Asian,IC1
e004007,2022-05-06,2023-09-18,Administrative,Male,Hispanic,IC1
e004008,2022-05-20,2023-04-19,Production,Male,Asian,S2
e004009,2022-05-02,2024-03-15,Sales,Male,Hispanic,S3
e004010,2022-05-27,2023-09-27,Administrative,Female,Asian,S1
e004011,2022-05-11,2022-08-19,Sales,Female,Asian,M4
e004012,2022-05-24,2023-12-06,Sales,Male,Asian,M6
e004013,2022-05-23,2023-12-01,Sales,Female,Asian,S1
e004014,2022-05-16,2022-10-17,Production,Female,Black,IC7
e004015,2022-05-05,2024-03-15,Administrative,Male,Asian,S2
e004016,2022-06-02,2023-09-22,Administrative,Female,Asian,M4
e004017,2022-06-16,2022-08-19,Production,Male,Asian,IC4
e004018,2022-06-17,2022-10-31,Administrative,Male,White,S2
e004019,2022-06-27,2023-08-18,Administrative,Male,Asian,S1
e004020,2022-06-20,2022-09-21,Production,Female,Hispanic,S3
e004021,2022-06-16,2023-11-30,Production,Female,White,S3
e004022,2022-06-24,2022-10-13,Sales,Female,Hispanic,IC4
e004023,2022-06-13,2023-02-15,Administrative,Female,White,IC6
e004024,2022-06-17,2024-10-03,Administrative,Male,Asian,M5
e004025,2022-06-09,2023-10-06,Administrative,Female,Asian,S3
e004026,2022-06-06,2023-09-27,Sales,Male,Black,S1
e004027,2022-06-29,2023-09-19,Production,Male,Asian,M5
e004028,2022-06-02,2023-11-16,Sales,Female,Black,S1
e004029,2022-06-09,2023-05-12,Production,Female,Black,S1
e004030,2022-06-14,2022-10-21,Administrative,Male,White,IC2
e004031,2022-06-17,2022-10-18,Sales,Male,Black,IC4
e004032,2022-06-21,2023-10-03,Production,Female,Asian,S1
e004033,2022-06-20,,Sales,Male,White,IC3
e004034,2022-06-23,2023-10-05,Production,Female,Asian,IC1
e004035,2022-06-27,2023-11-07,Sales,Male,Hispanic,M6
e004036,2022-06-20,2023-11-21,Sales,Female,Black,S1
e004037,2022-06-03,2024-04-19,Production,Male,Asian,IC4
e004038,2022-06-21,2023-09-04,Production,Female,Black,IC6
e004039,2022-06-17,2023-10-04,Production,Male,White,S2
e004040,2022-06-29,2022-12-19,Sales,Male,Asian,IC1
e004041,2022-06-22,2023-02-03,Production,Female,Asian,IC7
e004042,2022-06-07,2022-12-20,Administrative,Female,Asian,IC2
e004043,2022-06-29,2023-05-17,Administrative,Female,Asian,IC2
e004044,2022-06-15,,Production,Female,Asian,IC7
e004045,2022-06-28,2023-05-19,Administrative,Female,White,IC7
e004046,2022-06-30,2023-04-05,Sales,Female,Asian,IC6
e004047,2022-06-15,2023-12-08,Sales,Female,Asian,IC6
e004048,2022-06-21,2023-06-19,Production,Male,Asian,S2
e004049,2022-06-03,2023-09-19,Sales,Male,Asian,S3
e004050,2022-06-28,2024-02-19,Production,Male,Hispanic,M6
e004051,2022-06-15,2023-04-11,Sales,Female,Asian,IC6
e004052,2022-06-28,2023-03-07,Sales,Female,Black,IC6
e004053,2022-06-30,2024-01-15,Sales,Male,Asian,IC2
e004054,2022-06-17,2024-10-09,Sales,Male,White,S1
e004055,2022-06-01,2023-02-01,Sales,Female,Asian,IC3
e004056,2022-06-15,2023-06-23,Sales,Female,Hispanic,IC6
e004057,2022-06-08,2022-10-20,Production,Female,Asian,M6
e004058,2022-06-20,2023-12-25,Sales,Male,Asian,IC1
e004059,2022-06-02,2024-05-02,Production,Female,White,IC1
e004060,2022-06-01,2023-11-06,Sales,Male,Asian,IC2
e004061,2022-06-14,2023-08-21,Sales,Female,Hispanic,M5
e004062,2022-06-17,2023-11-21,Administrative,Male,Asian,IC9
e004063,2022-06-03,2022-10-26,Production,Female,Asian,M5
e004064,2022-06-13,2022-09-14,Sales,Female,Black,IC1
e004065,2022-06-14,2022-09-16,Sales,Female,White,S3
e004066,2022-06-15,2024-02-22,Administrative,Female,Asian,S3
e004067,2022-06-07,2023-07-20,Administrative,Female,Hispanic,S2
e004068,2022-06-24,2022-08-25,Production,Female,White,IC5
e004069,2022-06-10,2023-10-03,Production,Female,White,IC1
e004070,2022-06-27,2024-01-04,Production,Female,Asian,S3
e004071,2022-06-02,2023-09-13,Administrative,Female,Hispanic,IC1
e004072,2022-06-22,2022-10-31,Sales,Female,Black,M5
e004073,2022-06-23,2023-05-02,Administrative,Female,Asian,S2
e004074,2022-06-13,2022-12-23,Sales,Male,White,M5
e004075,2022-06-28,2023-09-08,Sales,Male,Asian,S3
e004076,2022-06-27,2023-07-14,Sales,Male,Black,IC8
e004077,2022-06-16,2023-07-28,Administrative,Female,Asian,S1
e004078,2022-06-29,2022-09-15,Sales,Female,Asian,S2
e004079,2022-06-17,2024-04-30,Administrative,Female,Hispanic,S3
e004080,2022-06-15,2023-03-06,Production,Female,Asian,IC4
e004081,2022-06-28,2024-03-27,Sales,Female,Asian,IC6
e004082,2022-06-02,2023-12-19,Production,Male,White,S3
e004083,2022-06-27,2023-11-14,Sales,Male,White,M6
e004084,2022-06-13,2023-07-10,Administrative,Female,Hispanic,M6
e004085,2022-06-03,2023-02-01,Administrative,Male,White,IC4
e004086,2022-06-24,2024-05-27,Sales,Male,Black,M6
e004087,2022-06-27,2023-08-24,Sales,Male,Black,S3
e004088,2022-06-29,2023-06-16,Administrative,Female,White,IC3
e004089,2022-06-02,2023-07-10,Administrative,Female,Hispanic,IC2
e004090,2022-06-30,2023-07-18,Production,Female,White,IC7
e004091,2022-06-13,2023-09-19,Production,Female,White,IC2
e004092,2022-06-20,2023-11-24,Administrative,Male,Hispanic,S1
e004093,2022-06-08,2023-04-03,Production,Female,Hispanic,S3
e004094,2022-06-29,2023-09-25,Sales,Female,Hispanic,M4
e004095,2022-06-03,2022-09-09,Production,Female,White,IC1
e004096,2022-06-16,2023-02-02,Administrative,Female,Asian,M4
e004097,2022-06-22,2023-08-22,Production,Male,Hispanic,IC4
e004098,2022-06-13,2022-12-14,Administrative,Female,Hispanic,S3
e004099,2022-06-03,2023-05-19,Sales,Female,White,IC3
e004100,2022-06-21,2023-12-05,Sales,Female,Asian,S2
e004101,2022-06-23,2023-05-29,Production,Female,Asian,S2
e004102,2022-06-28,2023-08-11,Sales,Male,Asian,IC4
e004103,2022-06-24,2023-11-08,Administrative,Female,Asian,M5
e004104,2022-06-24,2023-09-07,Sales,Male,White,IC2
e004105,2022-06-14,2023-12-18,Production,Male,Asian,IC8
e004106,2022-06-08,2023-11-29,Production,Female,Asian,IC2
e004107,2022-06-16,2023-06-28,Administrative,Male,Black,M5
e004108,2022-06-13,2023-09-12,Production,Male,White,S3
e004109,2022-06-29,2024-04-16,Administrative,Female,Hispanic,IC4
e004110,2022-06-03,2023-08-30,Sales,Female,Black,IC3
e004111,2022-06-20,2022-12-27,Sales,Male,Black,IC1
e004112,2022-06-22,2024-03-14,Administrative,Female,Black,IC6
e004113,2022-06-30,2023-11-14,Production,Male,Black,IC3
e004114,2022-06-07,2023-11-28,Sales,Female,Asian,IC8
e004115,2022-06-03,2022-08-29,Production,Male,White,S2
e004116,2022-06-08,2022-09-27,Sales,Female,White,S1
e004117,2022-06-16,2023-04-04,Production,Female,Asian,M4
e004118,2022-06-23,2024-05-07,Administrative,Female,Hispanic,IC7
e004119,2022-06-24,2023-10-19,Production,Female,Black,IC7
e004120,2022-06-06,2022-09-28,Sales,Female,White,M6
e004121,2022-06-15,2022-12-12,Administrative,Male,Black,IC2
e004122,2022-06-14,2023-06-29,Sales,Female,Asian,M4
e004123,2022-06-16,2022-10-10,Sales,Female,Asian,IC3
e004124,2022-06-02,2024-10-23,Production,Female,Asian,IC5
e004125,2022-06-15,2023-11-08,Administrative,Female,Hispanic,M4
e004126,2022-06-21,2023-08-08,Administrative,Female,Black,IC1
e004127,2022-06-27,2023-08-11,Administrative,Female,Asian,IC5
e004128,2022-06-23,2023-06-08,Administrative,Female,Hispanic,M6
e004129,2022-06-13,2023-12-28,Production,Female,White,IC3
e004130,2022-06-02,2024-03-13,Sales,Female,Asian,IC1
e004131,2022-06-08,2023-02-08,Sales,Female,Black,IC4
e004132,2022-06-23,2023-06-19,Sales,Male,Asian,IC2
e004133,2022-06-30,2023-03-30,Administrative,Female,Asian,IC8
e004134,2022-06-30,2023-06-16,Administrative,Female,Asian,S2
e004135,2022-06-09,2023-12-29,Administrative,Female,Black,M4
e004136,2022-06-17,2023-02-14,Sales,Male,Hispanic,IC2
e004137,2022-06-10,2023-06-20,Administrative,Female,Black,S1
e004138,2022-06-03,2022-08-31,Production,Female,Black,IC7
e004139,2022-06-09,2024-01-29,Production,Male,Hispanic,IC2
e004140,2022-06-10,2022-09-05,Sales,Female,Hispanic,S1
e004141,2022-06-07,2022-10-03,Administrative,Male,Asian,IC4
e004142,2022-06-03,2023-06-08,Administrative,Male,Hispanic,IC2
e004143,2022-06-24,2023-11-06,Sales,Female,Asian,M6
e004144,2022-06-07,2022-12-15,Sales,Male,White,IC3
e004145,2022-06-17,2024-01-08,Production,Male,Black,S1
e004146,2022-06-24,2022-08-23,Administrative,Female,White,IC5
e004147,2022-06-30,2024-05-21,Administrative,Female,Asian,S3
e004148,2022-06-01,2023-03-10,Sales,Female,Hispanic,IC1
e004149,2022-06-06,2023-12-25,Administrative,Female,Hispanic,IC4
e004150,2022-06-03,2023-08-15,Administrative,Male,Asian,S3
e004151,2022-06-20,2024-02-07,Administrative,Female,Hispanic,S1
e004152,2022-06-03,2023-02-03,Administrative,Female,Asian,M4
e004153,2022-06-07,2022-10-20,Sales,Female,Asian,IC1
e004154,2022-06-27,2023-02-20,Sales,Female,Black,M6
e004155,2022-06-13,2022-09-01,Administrative,Male,Asian,IC4
e004156,2022-06-10,2022-12-28,Sales,Female,Asian,IC1
e004157,2022-06-17,2023-09-20,Administrative,Male,Asian,IC4
e004158,2022-06-24,2023-02-02,Production,Female,Asian,IC1
e004159,2022-06-16,2022-09-29,Administrative,Male,Asian,IC1
e004160,2022-06-13,2022-12-08,Administrative,Female,Asian,IC2
e004161,2022-06-22,2023-02-10,Administrative,Female,Black,IC6
e004162,2022-06-16,2022-12-13,Production,Female,Black,IC3
e004163,2022-06-07,2023-08-09,Sales,Female,Asian,IC2
e004164,2022-06-21,2023-08-25,Production,Female,White,IC4
e004165,2022-06-20,2022-10-14,Sales,Male,Hispanic,M4
e004166,2022-06-23,2023-12-01,Administrative,Female,Black,IC6
e004167,2022-06-16,2023-07-07,Sales,Male,Asian,IC5
e004168,2022-06-27,2023-06-27,Administrative,Male,Hispanic,M6
e004169,2022-06-09,2023-02-24,Sales,Female,White,IC4
e004170,2022-06-08,2023-09-01,Sales,Female,Hispanic,S1
e004171,2022-06-29,2024-01-26,Administrative,Female,Asian,S1
e004172,2022-06-13,2023-11-17,Sales,Female,Hispanic,IC4
e004173,2022-06-20,2023-04-20,Sales,Female,Asian,S3
e004174,2022-07-29,2024-08-13,Sales,Female,Asian,M4
e004175,2022-07-19,2023-02-10,Production,Female,Asian,S1
e004176,2022-07-20,2022-12-20,Sales,Male,Asian,M6
e004177,2022-07-07,2022-12-28,Production,Female,Asian,IC1
e004178,2022-07-14,2023-06-14,Administrative,Male,White,S3
e004179,2022-07-14,2023-04-27,Sales,Male,Black,IC7
e004180,2022-07-06,2024-06-14,Sales,Female,Asian,IC1
e004181,2022-07-05,2024-03-18,Sales,Female,Asian,IC5
e004182,2022-07-07,2023-05-12,Sales,Female,Hispanic,S3
e004183,2022-07-01,2024-03-29,Production,Male,Black,IC6
e004184,2022-07-26,2022-09-07,Sales,Male,Black,IC1
e004185,2022-07-27,2023-08-04,Production,Female,Asian,IC2
e004186,2022-07-29,2023-04-03,Administrative,Male,Hispanic,M4
e004187,2022-07-25,2023-09-29,Sales,Male,Black,IC1
e004188,2022-07-29,2023-11-29,Sales,Male,Black,M4
e004189,2022-07-01,2022-08-01,Administrative,Male,Asian,IC4
e004190,2022-07-06,2022-08-02,Sales,Male,White,IC1
e004191,2022-07-26,2024-04-24,Administrative,Female,Hispanic,IC7
e004192,2022-07-26,2022-12-15,Sales,Female,Asian,IC3
e004193,2022-07-14,2022-12-02,Production,Male,Asian,IC9
e004194,2022-07-21,2023-06-14,Administrative,Female,Asian,IC5
e004195,2022-07-11,2024-04-08,Administrative,Male,White,IC1
e004196,2022-07-27,2024-02-27,Sales,Female,Hispanic,IC5
e004197,2022-07-18,2022-08-09,Sales,Male,Asian,M4
e004198,2022-07-15,2023-12-27,Sales,Female,Asian,IC1
e004199,2022-07-11,2023-12-28,Administrative,Female,Black,S2
e004200,2022-07-12,2022-08-31,Administrative,Female,Asian,S3
e004201,2022-07-22,2024-04-08,Administrative,Male,Asian,M4
e004202,2022-07-08,2023-12-22,Administrative,Male,Asian,S1
e004203,2022-07-20,2024-03-28,Production,Female,Hispanic,M5
e004204,2022-07-28,2023-08-30,Production,Female,Hispanic,IC4
e004205,2022-07-20,2023-08-21,Administrative,Female,Asian,S1
e004206,2022-07-22,2022-12-30,Sales,Male,Hispanic,IC1
e004207,2022-07-20,2023-05-10,Production,Female,Asian,S2
e004208,2022-07-20,2023-03-14,Sales,Female,Asian,IC5
e004209,2022-07-22,2022-10-06,Production,Male,White,S2
e004210,2022-07-13,2023-12-22,Administrative,Male,Asian,M7
e004211,2022-07-13,2023-04-20,Administrative,Female,Asian,IC1
e004212,2022-07-06,2023-02-28,Sales,Female,Hispanic,M6
e004213,2022-07-07,2023-09-25,Sales,Female,Asian,IC1
e004214,2022-07-21,2022-09-14,Production,Female,Asian,M5
e004215,2022-07-27,2023-05-03,Sales,Male,Hispanic,IC1
e004216,2022-07-06,2023-09-12,Production,Male,Asian,M6
e004217,2022-07-14,2022-12-28,Sales,Female,White,S2
e004218,2022-07-22,2023-06-12,Sales,Male,Hispanic,IC4
e004219,2022-07-12,2023-12-29,Administrative,Male,Hispanic,M5
e004220,2022-07-06,2023-11-28,Sales,Female,Black,IC6
e004221,2022-07-20,2024-03-13,Production,Male,Black,IC1
e004222,2022-07-05,2024-05-02,Sales,Female,Black,IC4
e004223,2022-07-21,2024-02-07,Production,Male,Black,S1
e004224,2022-07-12,2023-03-10,Sales,Female,Asian,IC6
e004225,2022-07-27,2023-08-03,Sales,Female,Asian,IC3
e004226,2022-07-19,2023-08-07,Production,Female,Asian,IC4
e004227,2022-07-19,2023-09-26,Administrative,Female,Hispanic,IC1
e004228,2022-07-19,2023-09-22,Production,Female,Hispanic,S1
e004229,2022-07-01,2024-03-22,Production,Female,Asian,S1
e004230,2022-07-06,2023-11-03,Sales,Female,Asian,S1
e004231,2022-07-08,2023-12-06,Sales,Female,Asian,S1
e004232,2022-07-06,2023-12-01,Administrative,Female,White,IC1
e004233,2022-07-04,2023-02-21,Sales,Female,Hispanic,S1
e004234,2022-07-20,2023-05-30,Sales,Female,Asian,IC3
e004235,2022-07-08,2023-02-28,Administrative,Female,Asian,M4
e004236,2022-07-01,2023-08-23,Administrative,Female,White,M6
e004237,2022-07-19,2023-08-28,Sales,Male,Hispanic,IC8
e004238,2022-07-18,2023-04-19,Administrative,Male,White,IC1
e004239,2022-07-29,2023-02-09,Administrative,Female,Asian,IC8
e004240,2022-07-05,2023-12-21,Administrative,Female,Black,IC1
e004241,2022-07-25,2023-02-27,Production,Female,Asian,M7
e004242,2022-07-26,2022-10-10,Sales,Male,Asian,IC2
e004243,2022-07-04,2023-02-15,Sales,Male,Asian,IC3
e004244,2022-07-14,2024-11-27,Production,Female,Black,M5
e004245,2022-09-21,2023-02-27,Production,Male,Asian,IC6
e004246,2022-09-22,2023-11-16,Administrative,Male,Black,IC7
e004247,2022-09-05,2022-12-23,Administrative,Male,Asian,IC4
e004248,2022-09-30,2023-04-26,Administrative,Female,Black,S2
e004249,2022-09-30,2023-05-16,Administrative,Female,Hispanic,S3
e004250,2022-09-13,2023-08-22,Sales,Female,Black,M4
e004251,2022-09-23,2023-04-07,Production,Male,White,M4
e004252,2022-09-15,2023-04-21,Sales,Male,Asian,S2
e004253,2022-09-20,2023-08-04,Administrative,Female,Asian,IC2
e004254,2022-09-30,2023-09-12,Production,Male,Hispanic,IC3
e004255,2022-09-22,2022-12-15,Administrative,Male,Asian,IC6
e004256,2022-09-22,2023-12-21,Administrative,Female,Black,M7
e004257,2022-09-01,2023-03-23,Administrative,Female,White,IC1
e004258,2022-09-14,2022-10-31,Administrative,Male,Asian,M7
e004259,2022-09-02,2023-08-07,Production,Male,White,S1
e004260,2022-09-05,2023-05-15,Sales,Female,Asian,IC2
e004261,2022-09-30,2022-12-26,Administrative,Male,Asian,IC9
e004262,2022-09-21,2023-05-17,Production,Male,White,S2
e004263,2022-09-13,2023-04-18,Administrative,Male,Black,IC8
e004264,2022-09-30,2023-11-06,Administrative,Male,Asian,IC1
e004265,2022-09-27,2023-09-20,Sales,Female,Asian,IC7
e004266,2022-09-09,2023-09-08,Administrative,Female,Black,IC6
e004267,2022-09-05,2023-05-19,Sales,Female,Black,IC1
e004268,2022-09-26,2023-02-16,Production,Male,Hispanic,IC5
e004269,2022-09-09,2023-05-25,Sales,Female,White,IC7
e004270,2022-09-14,2023-10-17,Sales,Female,White,S3
e004271,2022-09-20,2023-12-22,Production,Male,White,M4
e004272,2022-09-14,2023-10-26,Production,Male,Asian,IC5
e004273,2022-09-28,2023-11-17,Administrative,Female,Asian,S2
e004274,2022-09-09,2023-09-26,Administrative,Female,Asian,IC6
e004275,2022-09-16,2023-10-27,Sales,Male,Asian,IC5
e004276,2022-09-16,2022-12-06,Production,Female,Hispanic,S3
e004277,2022-09-02,2023-09-21,Sales,Male,Hispanic,IC3
e004278,2022-09-14,2022-10-24,Production,Male,White,IC5
e004279,2022-09-26,2023-12-05,Sales,Male,Asian,S2
e004280,2022-09-26,2024-02-12,Sales,Male,Asian,IC1
e004281,2022-09-07,2023-07-03,Administrative,Female,Hispanic,IC6
e004282,2022-09-02,2023-10-30,Sales,Female,Asian,S3
e004283,2022-09-05,2023-04-07,Administrative,Male,Hispanic,M4
e004284,2022-09-19,2023-10-31,Production,Female,White,IC9
e004285,2022-09-02,2023-11-07,Administrative,Female,Hispanic,M9
e004286,2022-09-19,2024-10-11,Administrative,Female,White,IC4
e004287,2022-09-23,2023-07-20,Production,Male,Asian,IC3
e004288,2022-09-06,2023-12-26,Sales,Female,Asian,M6
e004289,2022-09-22,2024-04-16,Production,Male,Asian,S2
e004290,2022-09-02,2023-05-16,Production,Male,White,IC4
e004291,2022-09-21,2023-08-02,Production,Male,Asian,IC4
e004292,2022-09-28,2023-11-29,Administrative,Female,Hispanic,S2
e004293,2022-09-20,2023-03-01,Production,Female,White,IC1
e004294,2022-09-14,2023-11-15,Administrative,Female,Hispanic,IC4
e004295,2022-09-28,2023-06-14,Production,Male,Hispanic,IC4
e004296,2022-09-01,2024-10-21,Production,Female,White,IC3
e004297,2022-09-13,2023-09-28,Sales,Male,White,M4
e004298,2022-10-10,2024-09-10,Production,Female,White,IC3
e004299,2022-10-07,2023-12-06,Production,Female,Asian,IC4
e004300,2022-10-11,2023-12-04,Sales,Female,Asian,IC4
e004301,2022-10-27,2023-08-16,Sales,Male,Asian,IC1
e004302,2022-10-04,2023-08-10,Sales,Female,Asian,IC2
e004303,2022-10-06,2023-06-06,Administrative,Female,Asian,M6
e004304,2022-10-20,2023-05-29,Administrative,Male,Asian,S2
e004305,2022-10-24,2023-11-08,Administrative,Male,Asian,IC6
e004306,2022-10-07,2023-09-28,Administrative,Female,Black,IC5
e004307,2022-10-14,2023-09-18,Sales,Female,Hispanic,IC6
e004308,2022-10-28,2023-02-03,Administrative,Male,Black,IC2
e004309,2022-10-26,2023-02-28,Production,Female,Asian,M6
e004310,2022-10-31,2023-12-07,Sales,Female,Asian,M5
e004311,2022-10-26,2023-08-01,Production,Male,Asian,M4
e004312,2022-10-07,2023-08-23,Sales,Female,Black,IC2
e004313,2022-10-20,2023-05-30,Production,Female,Asian,M4
e004314,2022-10-11,2023-08-04,Sales,Male,Hispanic,IC1
e004315,2022-10-07,2023-04-06,Administrative,Female,Asian,IC2
e004316,2022-10-18,2023-02-02,Administrative,Female,White,M4
e004317,2022-10-20,2024-02-19,Sales,Male,Black,S1
e004318,2022-10-24,2023-08-14,Production,Male,Hispanic,S3
e004319,2022-10-05,2023-07-24,Production,Female,Black,IC4
e004320,2022-10-13,2022-12-21,Sales,Female,Black,IC3
e004321,2022-10-17,2024-03-15,Production,Female,Asian,IC2
e004322,2022-10-13,2022-12-12,Administrative,Female,White,S3
e004323,2022-10-24,2023-09-27,Sales,Female,Asian,IC7
e004324,2022-10-21,2023-04-17,Administrative,Male,White,S2
e004325,2022-10-19,2023-03-13,Administrative,Male,Black,S2
e004326,2022-10-05,2023-03-06,Sales,Female,Hispanic,S3
e004327,2022-10-20,2023-03-24,Sales,Male,Black,S2
e004328,2022-10-05,2023-02-08,Production,Female,White,IC5
e004329,2022-10-31,2023-04-14,Production,Male,Hispanic,IC1
e004330,2022-10-12,2023-09-06,Sales,Female,Asian,IC3
e004331,2022-10-31,2023-05-09,Sales,Female,Asian,IC4
e004332,2022-10-10,2023-08-22,Production,Female,Asian,S3
e004333,2022-10-12,2022-12-22,Sales,Male,Asian,IC8
e004334,2022-10-28,2023-02-23,Production,Female,Asian,M5
e004335,2022-10-17,2024-04-03,Sales,Female,Black,S2
e004336,2022-10-07,2023-12-25,Production,Male,Asian,IC4
e004337,2022-10-17,2023-07-31,Production,Male,Black,IC2
e004338,2022-10-27,2022-12-27,Sales,Female,Black,IC3
e004339,2022-10-21,2024-03-01,Administrative,Female,Hispanic,IC1
e004340,2022-10-19,2022-12-16,Sales,Female,Black,S1
e004341,2022-10-12,2023-05-30,Production,Male,Black,S1
e004342,2022-10-21,2023-09-28,Administrative,Female,White,S3
e004343,2022-10-13,2023-06-06,Production,Female,Hispanic,M4
e004344,2022-10-24,2023-09-08,Sales,Female,Asian,S3
e004345,2022-10-03,2023-11-17,Production,Female,Hispanic,IC2
